Status,Time,Pitch,Yaw,Roll,Xmin,Ymin,Xmax,Ymax
Pose,20:00:58,6.1640625,12.40625,3.8828125,0.70263671875,0.451904296875,0.99755859375,0.8994140625
Pose,20:00:58,3.796875,15.171875,3.7265625,0.697265625,0.448486328125,0.9970703125,0.896484375
Pose,20:00:58,8.6328125,13.828125,2.8046875,0.7001953125,0.45068359375,0.9970703125,0.90283203125
Pose,20:00:58,7.4296875,11.78125,3.078125,0.70166015625,0.4501953125,0.99560546875,0.900390625
Pose,20:00:58,2.265625,7.67578125,5.12109375,0.703125,0.446533203125,0.9970703125,0.8994140625
Pose,20:00:58,4.90625,10.6875,3.6171875,0.7041015625,0.44873046875,0.99609375,0.89892578125
Pose,20:00:58,3.2109375,10.859375,3.328125,0.701171875,0.44873046875,0.99609375,0.89697265625
Pose,20:00:58,1.90625,11.0625,4.99609375,0.70068359375,0.4443359375,0.99755859375,0.8994140625
Pose,20:00:58,5.265625,12.140625,3.18359375,0.70166015625,0.4501953125,0.99658203125,0.896484375
Pose,20:00:58,3.84375,10.234375,4.24609375,0.701171875,0.448486328125,0.99609375,0.8994140625
Pose,20:00:58,4.09375,15.546875,3.73046875,0.69921875,0.451171875,0.9970703125,0.8955078125
Pose,20:00:58,2.78125,11.28125,4.4921875,0.7021484375,0.446044921875,0.99609375,0.8974609375
Pose,20:00:58,5.6171875,14.09375,2.2265625,0.70068359375,0.44677734375,0.99755859375,0.90185546875
Pose,20:00:58,2.9140625,11.3125,4.42578125,0.70068359375,0.4482421875,0.99560546875,0.8974609375
Pose,20:00:58,0.42578125,13.078125,5.52734375,0.7021484375,0.445556640625,0.998046875,0.896484375
Pose,20:00:58,6.1875,15.125,3.19921875,0.701171875,0.4521484375,0.9970703125,0.8994140625
Pose,20:00:58,4.0859375,9.46875,3.05859375,0.70361328125,0.44970703125,0.99755859375,0.89990234375
Pose,20:00:58,4.3828125,7.94140625,4.3203125,0.70458984375,0.44873046875,0.99853515625,0.90185546875
Pose,20:00:58,6.9765625,17.84375,3.0859375,0.69873046875,0.44580078125,0.99755859375,0.90478515625
Pose,20:00:58,8.4375,16.875,1.078125,0.70361328125,0.44775390625,0.99755859375,0.90185546875
Pose,20:00:58,7.03125,20.671875,3.1796875,0.70068359375,0.44580078125,0.99755859375,0.90087890625
Pose,20:00:58,4.1015625,14.515625,3.75390625,0.70556640625,0.447021484375,0.99853515625,0.90234375
Pose,20:00:58,12.578125,16.25,0.1484375,0.705078125,0.44775390625,0.998046875,0.90576171875
Pose,20:00:58,7.953125,16.6875,1.66796875,0.701171875,0.447265625,0.998046875,0.90625
Pose,20:00:59,7.4921875,19.1875,3.140625,0.70361328125,0.44921875,0.99853515625,0.9013671875
Pose,20:00:59,3.3125,17.4375,3.9765625,0.7021484375,0.445556640625,0.9990234375,0.9072265625
Pose,20:00:59,7.2109375,15.703125,2.75,0.7060546875,0.44775390625,0.9990234375,0.90478515625
Pose,20:00:59,9.109375,16.6875,1.70703125,0.705078125,0.4462890625,0.9990234375,0.9072265625
Pose,20:00:59,7.375,18.8125,3.17578125,0.70703125,0.44775390625,0.998046875,0.90283203125
Pose,20:00:59,9.390625,17.75,3.875,0.70458984375,0.45166015625,0.99853515625,0.90478515625
Pose,20:00:59,7.734375,14.890625,3.32421875,0.705078125,0.447265625,0.9990234375,0.9091796875
Pose,20:00:59,4.484375,20.3125,4.31640625,0.70263671875,0.447265625,0.99853515625,0.904296875
Pose,20:00:59,7.1953125,17.359375,3.32421875,0.70458984375,0.44775390625,0.99951171875,0.90380859375
Pose,20:00:59,5.3671875,19.0625,4.5625,0.701171875,0.4482421875,0.998046875,0.9033203125
Pose,20:00:59,7.96875,20.625,3.46484375,0.701171875,0.44873046875,0.998046875,0.90380859375
Pose,20:00:59,6.0234375,18.75,4.5625,0.7021484375,0.448974609375,0.998046875,0.9052734375
Pose,20:00:59,4.21875,14.5625,3.59765625,0.70068359375,0.4443359375,0.99853515625,0.9091796875
Pose,20:00:59,7.078125,15.484375,2.94921875,0.705078125,0.44580078125,0.9970703125,0.90087890625
Pose,20:00:59,6.3046875,19.140625,3.6484375,0.70068359375,0.447509765625,0.99853515625,0.9013671875
Pose,20:00:59,7.65625,17.625,2.34765625,0.70068359375,0.44580078125,0.99755859375,0.90576171875
Pose,20:00:59,6.6953125,14.890625,3.546875,0.7041015625,0.447265625,0.998046875,0.90625
Pose,20:00:59,6.609375,11.875,3.15234375,0.7060546875,0.44677734375,0.998046875,0.90380859375
Pose,20:00:59,10.09375,16.625,-0.181640625,0.701171875,0.44775390625,0.9970703125,0.90771484375
Pose,20:00:59,5.5859375,18.671875,3.55859375,0.70068359375,0.44384765625,0.99755859375,0.89892578125
Pose,20:00:59,8.5859375,15.8125,0.599609375,0.705078125,0.44775390625,0.998046875,0.90478515625
Pose,20:00:59,8.2109375,18.390625,3.4375,0.70361328125,0.44677734375,0.99755859375,0.90185546875
Pose,20:00:59,3.4375,17.171875,4.3046875,0.70166015625,0.443359375,0.99853515625,0.9072265625
Pose,20:00:59,7.8359375,16.140625,1.82421875,0.70263671875,0.444580078125,0.99755859375,0.90625
Pose,20:00:59,9.8828125,15.78125,1.5,0.70361328125,0.4443359375,0.99755859375,0.90625
Pose,20:00:59,7.3203125,19.96875,3.046875,0.69970703125,0.4453125,0.99658203125,0.9033203125
Pose,20:00:59,8.9453125,15.484375,1.875,0.70068359375,0.444091796875,0.99755859375,0.908203125
Pose,20:00:59,11.15625,17.875,2.26171875,0.70166015625,0.447998046875,0.99755859375,0.9052734375
Pose,20:00:59,5.8203125,16.09375,3.87890625,0.70458984375,0.44873046875,0.99658203125,0.90185546875
Pose,20:00:59,11.578125,16.875,1.1015625,0.70068359375,0.447265625,0.99658203125,0.91015625
Pose,20:01:00,13.3125,18.359375,0.240234375,0.7021484375,0.44775390625,0.9990234375,0.90576171875
Pose,20:01:00,10.9375,16.34375,1.7890625,0.7021484375,0.4462890625,0.998046875,0.908203125
Pose,20:01:00,5.234375,16.8125,3.38671875,0.7021484375,0.447265625,0.998046875,0.9033203125
Pose,20:01:00,7.296875,15.859375,3.58984375,0.70166015625,0.4462890625,0.99755859375,0.9052734375
Pose,20:01:00,8.8203125,17.296875,3.1328125,0.69921875,0.44873046875,0.9970703125,0.90869140625
Pose,20:01:00,9.5625,14.203125,0.408203125,0.701171875,0.446044921875,0.998046875,0.908203125
Pose,20:01:00,7.6171875,15.8125,2.2890625,0.6982421875,0.4462890625,0.9970703125,0.9072265625
Pose,20:01:00,7.828125,14.25,2.1328125,0.69921875,0.4501953125,0.998046875,0.90625
Pose,20:01:00,8.21875,13.15625,2.58203125,0.7021484375,0.447998046875,0.998046875,0.904296875
Pose,20:01:00,6.390625,14.203125,3.359375,0.7021484375,0.44970703125,0.998046875,0.90380859375
Pose,20:01:00,7.8046875,13.296875,2.81640625,0.7021484375,0.44921875,0.998046875,0.90625
Pose,20:01:00,7.3984375,12.96875,2.4609375,0.70068359375,0.44775390625,0.99658203125,0.90478515625
Pose,20:01:00,4.90625,15.03125,2.84375,0.7021484375,0.4462890625,0.998046875,0.9033203125
Pose,20:01:00,6.5859375,14.921875,2.8046875,0.69921875,0.449462890625,0.9970703125,0.900390625
Pose,20:01:00,5.1953125,16.25,3.55078125,0.69775390625,0.44970703125,0.99755859375,0.90380859375
Pose,20:01:00,6.7265625,16.484375,3.46875,0.697265625,0.450439453125,0.998046875,0.9033203125
Pose,20:01:00,5.328125,13.890625,3.88671875,0.69921875,0.44873046875,0.9970703125,0.90478515625
Pose,20:01:00,6.09375,15.9375,3.4296875,0.7001953125,0.45068359375,0.998046875,0.90087890625
Pose,20:01:00,5.859375,10.515625,1.90625,0.701171875,0.448974609375,0.9970703125,0.9072265625
Pose,20:01:00,7.9140625,11.078125,0.9453125,0.70166015625,0.449951171875,0.99755859375,0.908203125
Pose,20:01:00,3.3984375,12.328125,2.6015625,0.7021484375,0.447509765625,0.9990234375,0.90625
Pose,20:01:00,4.5546875,14.609375,3.59765625,0.70166015625,0.44775390625,0.99755859375,0.90478515625
Pose,20:01:00,5.671875,12.03125,2.1484375,0.69970703125,0.4501953125,0.99755859375,0.90625
Pose,20:01:00,5.96875,12.984375,3.12890625,0.7001953125,0.45068359375,0.998046875,0.90771484375
Pose,20:01:00,6.9296875,13.5,3.484375,0.70068359375,0.44873046875,0.99853515625,0.90673828125
Pose,20:01:00,8.2265625,12.5,1.3046875,0.701171875,0.447265625,0.998046875,0.9091796875
Pose,20:01:00,5.7265625,12.6875,2.9375,0.701171875,0.44580078125,0.9990234375,0.90576171875
Pose,20:01:00,2.20703125,14.265625,3.38671875,0.69775390625,0.44580078125,0.99853515625,0.90966796875
Pose,20:01:00,5.90625,12.3125,2.38671875,0.703125,0.45166015625,0.998046875,0.90966796875
Pose,20:01:00,3.0,17.15625,3.98828125,0.697265625,0.4482421875,0.998046875,0.90625
Pose,20:01:01,2.26171875,14.109375,3.8984375,0.7001953125,0.44482421875,0.998046875,0.90966796875
Pose,20:01:01,5.078125,7.40234375,3.72265625,0.7060546875,0.4482421875,1.0,0.9052734375
Pose,20:01:01,8.53125,14.328125,2.1484375,0.701171875,0.44921875,0.998046875,0.9091796875
Pose,20:01:01,3.7578125,15.171875,3.4765625,0.701171875,0.450439453125,0.9990234375,0.9033203125
Pose,20:01:01,6.59375,14.5625,3.109375,0.7041015625,0.4501953125,0.9990234375,0.9072265625
Pose,20:01:01,5.7734375,11.09375,3.57421875,0.70458984375,0.45361328125,0.99755859375,0.90283203125
Pose,20:01:01,2.703125,15.5,3.5390625,0.7001953125,0.4443359375,0.998046875,0.908203125
Pose,20:01:01,3.9296875,15.375,3.7890625,0.70068359375,0.449462890625,0.99755859375,0.904296875
Pose,20:01:01,6.3125,11.875,3.36328125,0.703125,0.4521484375,0.998046875,0.9052734375
Pose,20:01:01,3.453125,11.34375,2.54296875,0.7021484375,0.451171875,0.998046875,0.9013671875
Pose,20:01:01,5.1015625,8.265625,2.43359375,0.703125,0.447998046875,0.9970703125,0.908203125
Pose,20:01:01,4.1953125,15.390625,4.1171875,0.697265625,0.44873046875,0.998046875,0.90478515625
Pose,20:01:01,4.7578125,9.953125,2.69921875,0.701171875,0.451171875,0.9970703125,0.904296875
Pose,20:01:01,3.3671875,14.546875,3.7265625,0.69580078125,0.44970703125,0.99755859375,0.90673828125
Pose,20:01:01,5.59375,13.921875,3.09375,0.69970703125,0.449462890625,0.99755859375,0.9033203125
Pose,20:01:01,3.4375,12.71875,3.09765625,0.7021484375,0.44482421875,0.998046875,0.90185546875
Pose,20:01:01,5.3359375,8.546875,3.1875,0.701171875,0.446044921875,0.998046875,0.9072265625
Pose,20:01:01,4.078125,14.53125,4.05859375,0.69921875,0.447265625,0.998046875,0.900390625
Pose,20:01:01,5.0703125,13.46875,2.9765625,0.6982421875,0.44970703125,0.998046875,0.90185546875
Pose,20:01:01,3.4140625,8.40625,4.5,0.703125,0.4453125,0.998046875,0.9033203125
Pose,20:01:01,3.703125,10.578125,4.10546875,0.70263671875,0.448974609375,0.99853515625,0.9033203125
Pose,20:01:01,3.7890625,15.6875,3.05078125,0.69873046875,0.45068359375,0.99755859375,0.90283203125
Pose,20:01:01,4.9765625,8.15625,3.359375,0.703125,0.45068359375,0.9970703125,0.90087890625
Pose,20:01:01,4.5703125,9.21875,2.6171875,0.7060546875,0.452392578125,0.9970703125,0.90234375
Pose,20:01:01,4.046875,13.421875,4.21484375,0.69921875,0.44775390625,0.9990234375,0.90576171875
Pose,20:01:01,3.359375,9.375,3.734375,0.70458984375,0.4482421875,0.99755859375,0.8974609375
Pose,20:01:01,5.4609375,13.09375,4.0546875,0.70263671875,0.44970703125,0.99853515625,0.90478515625
Pose,20:01:01,4.5390625,13.34375,3.52734375,0.7021484375,0.4501953125,0.998046875,0.9033203125
Pose,20:01:01,3.9140625,9.1875,4.375,0.70654296875,0.449462890625,0.99853515625,0.900390625
Pose,20:01:01,1.984375,8.75,4.08984375,0.7041015625,0.4501953125,0.9990234375,0.8994140625
Pose,20:01:02,4.890625,13.265625,3.47265625,0.701171875,0.4521484375,0.9990234375,0.900390625
Pose,20:01:02,1.2578125,12.09375,4.00390625,0.69970703125,0.44873046875,0.99853515625,0.90380859375
Pose,20:01:02,4.8984375,10.28125,3.37109375,0.703125,0.451416015625,0.998046875,0.904296875
Pose,20:01:02,2.36328125,9.859375,3.63671875,0.7041015625,0.44970703125,0.9990234375,0.90185546875
Pose,20:01:02,3.5390625,11.140625,4.90234375,0.705078125,0.455078125,0.9990234375,0.8994140625
Pose,20:01:02,2.40625,13.328125,3.51171875,0.70068359375,0.44775390625,0.99853515625,0.90185546875
Pose,20:01:02,3.6796875,14.34375,2.515625,0.69921875,0.44873046875,0.998046875,0.89990234375
Pose,20:01:02,3.765625,14.953125,3.08203125,0.69921875,0.4501953125,0.998046875,0.9013671875
Pose,20:01:02,5.5703125,14.640625,3.30078125,0.7001953125,0.450927734375,0.998046875,0.9052734375
Pose,20:01:02,3.5859375,14.40625,3.25,0.69921875,0.449462890625,0.9970703125,0.9033203125
Pose,20:01:02,5.3359375,14.765625,3.125,0.69921875,0.4501953125,0.9970703125,0.9033203125
Pose,20:01:02,3.0078125,10.125,3.7109375,0.701171875,0.44775390625,0.998046875,0.89892578125
Pose,20:01:02,2.9765625,14.453125,3.54296875,0.6982421875,0.447265625,0.9970703125,0.90234375
Pose,20:01:02,2.58203125,11.3125,2.8828125,0.7021484375,0.44775390625,0.998046875,0.89990234375
Pose,20:01:02,3.5078125,8.71875,4.32421875,0.703125,0.449462890625,0.998046875,0.8984375
Pose,20:01:02,1.7890625,11.765625,4.3203125,0.7041015625,0.4453125,0.9990234375,0.9013671875
Pose,20:01:02,1.90234375,10.875,4.64453125,0.70361328125,0.4443359375,0.99853515625,0.9033203125
Pose,20:01:02,5.8671875,7.83203125,4.1875,0.705078125,0.45068359375,0.9990234375,0.90380859375
Pose,20:01:02,4.90625,14.203125,3.421875,0.70263671875,0.45166015625,0.99853515625,0.89794921875
Pose,20:01:02,1.63671875,14.375,3.77734375,0.69921875,0.44873046875,0.9990234375,0.90283203125
Pose,20:01:02,4.9609375,12.640625,3.4765625,0.703125,0.44775390625,0.9990234375,0.90283203125
Pose,20:01:02,4.2265625,11.328125,3.38671875,0.705078125,0.44970703125,0.998046875,0.90380859375
Pose,20:01:02,1.109375,13.5625,5.00390625,0.7001953125,0.44970703125,0.998046875,0.90185546875
Pose,20:01:02,1.390625,11.0,3.78125,0.7021484375,0.4462890625,0.9990234375,0.90625
Pose,20:01:02,2.55078125,15.25,3.57421875,0.69921875,0.448974609375,0.9990234375,0.900390625
Pose,20:01:02,4.8359375,14.671875,4.3828125,0.7021484375,0.451171875,0.9990234375,0.900390625
Pose,20:01:02,2.8203125,14.8125,4.43359375,0.70068359375,0.451416015625,0.99853515625,0.8994140625
Pose,20:01:02,1.890625,12.65625,4.37109375,0.7021484375,0.451171875,0.9990234375,0.9033203125
Pose,20:01:02,2.7578125,13.9375,3.96875,0.70068359375,0.44921875,0.99853515625,0.9013671875
Pose,20:01:02,1.96875,13.421875,4.5859375,0.6982421875,0.4501953125,0.998046875,0.904296875
Pose,20:01:03,5.8125,14.875,3.91015625,0.7021484375,0.447998046875,0.9990234375,0.90625
Pose,20:01:03,5.5625,14.90625,2.55078125,0.701171875,0.447998046875,0.998046875,0.9033203125
Pose,20:01:03,2.08203125,16.0,3.57421875,0.7021484375,0.4482421875,0.998046875,0.9033203125
Pose,20:01:03,2.0,12.015625,4.54296875,0.7041015625,0.4482421875,0.998046875,0.90234375
Pose,20:01:03,3.9453125,15.796875,4.59765625,0.7021484375,0.4462890625,0.9990234375,0.896484375
Pose,20:01:03,1.16015625,11.953125,4.13671875,0.70361328125,0.444091796875,0.99853515625,0.904296875
Pose,20:01:03,2.734375,13.671875,2.8125,0.7021484375,0.451171875,0.998046875,0.9013671875
Pose,20:01:03,3.609375,13.453125,3.91796875,0.70166015625,0.4501953125,0.99951171875,0.9013671875
Pose,20:01:03,3.5703125,14.390625,3.45703125,0.7021484375,0.449951171875,0.998046875,0.8984375
Pose,20:01:03,2.24609375,13.765625,2.89453125,0.7021484375,0.4482421875,0.998046875,0.904296875
Pose,20:01:03,2.828125,14.296875,3.15234375,0.70263671875,0.4501953125,0.99853515625,0.9013671875
Pose,20:01:03,1.015625,12.90625,4.24609375,0.7021484375,0.44873046875,0.998046875,0.90185546875
Pose,20:01:03,6.8828125,12.59375,2.02734375,0.701171875,0.44775390625,0.9990234375,0.90576171875
Pose,20:01:03,2.6796875,13.46875,4.80859375,0.70263671875,0.447509765625,0.99853515625,0.9013671875
Pose,20:01:03,2.7421875,14.03125,3.921875,0.70263671875,0.447265625,0.99853515625,0.900390625
Pose,20:01:03,3.4140625,14.265625,4.57421875,0.70166015625,0.452880859375,0.99755859375,0.9033203125
Pose,20:01:03,3.0703125,12.15625,4.046875,0.701171875,0.4453125,0.998046875,0.9072265625
Pose,20:01:03,4.3046875,14.375,3.37890625,0.701171875,0.44970703125,0.998046875,0.90283203125
Pose,20:01:03,8.5234375,14.890625,4.23828125,0.7021484375,0.451416015625,0.9970703125,0.9072265625
Pose,20:01:03,4.0390625,12.453125,3.6953125,0.70703125,0.4482421875,0.998046875,0.904296875
Pose,20:01:03,0.7109375,11.96875,5.19140625,0.70166015625,0.449462890625,0.99853515625,0.9013671875
Pose,20:01:03,3.6796875,14.015625,3.3203125,0.7041015625,0.44775390625,0.9990234375,0.90478515625
Pose,20:01:03,1.02734375,11.453125,3.6640625,0.701171875,0.447509765625,0.998046875,0.9052734375
Pose,20:01:03,2.40625,13.1875,3.17578125,0.703125,0.44970703125,0.998046875,0.90478515625
Pose,20:01:03,1.4453125,14.765625,4.16796875,0.70068359375,0.4482421875,0.99853515625,0.904296875
Pose,20:01:03,6.4921875,15.96875,4.30078125,0.701171875,0.4521484375,0.9990234375,0.90234375
Pose,20:01:03,0.7265625,14.78125,3.90625,0.7021484375,0.45068359375,0.9990234375,0.90283203125
Pose,20:01:03,4.015625,15.640625,2.28515625,0.703125,0.45068359375,0.998046875,0.90283203125
Pose,20:01:03,4.828125,13.1875,2.62890625,0.701171875,0.451171875,0.9990234375,0.9013671875
Pose,20:01:03,-0.64453125,13.953125,4.87109375,0.70068359375,0.45166015625,0.99853515625,0.90185546875
Pose,20:01:04,3.5546875,14.375,3.3046875,0.70166015625,0.44921875,0.99755859375,0.908203125
Pose,20:01:04,4.3984375,19.40625,4.4765625,0.69921875,0.453125,0.9990234375,0.904296875
Pose,20:01:04,2.2265625,14.84375,4.484375,0.70361328125,0.44677734375,0.99853515625,0.90185546875
Pose,20:01:04,3.1875,16.3125,4.57421875,0.6982421875,0.44775390625,0.998046875,0.90478515625
Pose,20:01:04,2.5625,16.34375,4.3125,0.6982421875,0.45068359375,0.9970703125,0.90478515625
Pose,20:01:04,1.85546875,14.359375,3.984375,0.70263671875,0.45068359375,0.99853515625,0.90478515625
Pose,20:01:04,4.5078125,14.9375,3.1640625,0.7041015625,0.4521484375,0.998046875,0.8994140625
Pose,20:01:04,2.59765625,14.859375,3.87890625,0.7021484375,0.45166015625,0.9990234375,0.90283203125
Pose,20:01:04,5.9140625,9.65625,2.6640625,0.703125,0.44775390625,0.9990234375,0.90771484375
Pose,20:01:04,2.0234375,11.296875,3.77734375,0.703125,0.447509765625,0.998046875,0.904296875
Pose,20:01:04,0.6328125,15.640625,4.0546875,0.7001953125,0.44970703125,0.9990234375,0.90185546875
Pose,20:01:04,3.1953125,13.640625,3.609375,0.703125,0.448486328125,0.998046875,0.9052734375
Pose,20:01:04,2.26171875,17.609375,4.48828125,0.6982421875,0.44970703125,0.998046875,0.90478515625
Pose,20:01:04,2.3515625,15.46875,4.40234375,0.7021484375,0.4482421875,0.9970703125,0.9013671875
Pose,20:01:04,3.0546875,16.6875,4.42578125,0.7001953125,0.450439453125,0.9990234375,0.904296875
Pose,20:01:04,4.703125,17.84375,3.90234375,0.70263671875,0.451904296875,0.99853515625,0.9052734375
Pose,20:01:04,2.65625,15.703125,4.1328125,0.701171875,0.453369140625,0.9990234375,0.9033203125
Pose,20:01:04,1.00390625,13.21875,4.93359375,0.7041015625,0.44921875,0.9990234375,0.90234375
Pose,20:01:04,3.8359375,16.765625,3.97265625,0.7021484375,0.4501953125,0.9990234375,0.904296875
Pose,20:01:04,1.76953125,14.03125,4.92578125,0.7021484375,0.44873046875,0.9990234375,0.90185546875
Pose,20:01:04,1.8671875,13.1875,3.80859375,0.703125,0.451171875,0.9990234375,0.9033203125
Pose,20:01:04,4.8828125,17.671875,3.546875,0.7001953125,0.44873046875,1.0,0.90576171875
Pose,20:01:04,2.6796875,16.3125,4.80078125,0.70166015625,0.451416015625,0.99853515625,0.904296875
Pose,20:01:04,2.7109375,16.234375,4.06640625,0.70166015625,0.44970703125,0.99853515625,0.90673828125
Pose,20:01:04,6.109375,18.984375,4.18359375,0.69921875,0.4521484375,0.9990234375,0.9052734375
Pose,20:01:04,0.3828125,12.046875,4.66015625,0.703125,0.447021484375,0.9990234375,0.90625
Pose,20:01:04,5.2890625,19.234375,3.9375,0.69921875,0.4501953125,0.9990234375,0.9052734375
Pose,20:01:04,0.125,13.15625,4.41015625,0.7041015625,0.449951171875,0.9990234375,0.90234375
Pose,20:01:04,5.0546875,17.5625,4.58203125,0.7001953125,0.44921875,0.9990234375,0.90234375
Pose,20:01:04,2.5859375,16.265625,3.55859375,0.703125,0.45068359375,0.998046875,0.90478515625
Pose,20:01:05,1.45703125,13.71875,4.5546875,0.7041015625,0.44921875,0.9990234375,0.90625
Pose,20:01:05,2.859375,14.03125,4.83203125,0.70166015625,0.451171875,0.99853515625,0.9072265625
Pose,20:01:05,1.8515625,12.71875,3.3671875,0.701171875,0.447265625,0.9990234375,0.908203125
Pose,20:01:05,3.703125,12.8125,3.27734375,0.703125,0.451171875,1.0,0.904296875
Pose,20:01:05,-0.125,13.53125,3.703125,0.7021484375,0.44970703125,0.9990234375,0.90576171875
Pose,20:01:05,5.421875,19.15625,3.58984375,0.70068359375,0.45263671875,0.99755859375,0.90283203125
Pose,20:01:05,2.9296875,15.453125,5.09765625,0.70361328125,0.4501953125,0.99951171875,0.9052734375
Pose,20:01:05,1.4140625,9.484375,3.90234375,0.70458984375,0.44873046875,0.99853515625,0.90576171875
Pose,20:01:05,0.03515625,15.0,4.83203125,0.70263671875,0.448486328125,0.99853515625,0.90625
Pose,20:01:05,-0.8046875,11.921875,2.921875,0.7021484375,0.451171875,0.9970703125,0.9013671875
Pose,20:01:05,1.484375,14.59375,4.0703125,0.70263671875,0.447509765625,0.99853515625,0.90234375
Pose,20:01:05,4.140625,17.75,3.9921875,0.701171875,0.449951171875,0.9990234375,0.904296875
Pose,20:01:05,2.4921875,15.84375,3.7578125,0.69970703125,0.451171875,0.99951171875,0.90234375
Pose,20:01:05,-1.69140625,12.6875,5.06640625,0.7041015625,0.44873046875,1.0,0.90380859375
Pose,20:01:05,1.22265625,15.375,4.12890625,0.7021484375,0.44970703125,0.998046875,0.90673828125
Pose,20:01:05,-0.31640625,11.71875,4.609375,0.7041015625,0.447021484375,0.9990234375,0.904296875
Pose,20:01:05,2.10546875,12.609375,3.98046875,0.703125,0.45068359375,0.998046875,0.90380859375
Pose,20:01:05,1.640625,14.328125,5.24609375,0.7041015625,0.44873046875,0.9990234375,0.90185546875
Pose,20:01:05,3.4140625,18.765625,4.2734375,0.7001953125,0.45166015625,0.998046875,0.90087890625
Pose,20:01:05,7.1953125,21.6875,3.875,0.69775390625,0.44775390625,0.99951171875,0.90283203125
Pose,20:01:05,0.2265625,14.21875,5.16796875,0.7041015625,0.449462890625,0.9990234375,0.904296875
Pose,20:01:05,0.015625,13.265625,4.91796875,0.7041015625,0.44775390625,0.9990234375,0.90478515625
Pose,20:01:05,5.046875,18.609375,3.85546875,0.69921875,0.44921875,0.998046875,0.904296875
Pose,20:01:05,3.359375,15.875,4.7109375,0.70166015625,0.4501953125,0.99951171875,0.90625
Pose,20:01:05,4.4453125,13.5,2.671875,0.70458984375,0.45068359375,0.99853515625,0.90185546875
Pose,20:01:05,3.8828125,18.890625,4.49609375,0.7001953125,0.45458984375,0.998046875,0.90380859375
Pose,20:01:05,4.34375,11.046875,3.625,0.70458984375,0.44921875,0.99951171875,0.9072265625
Pose,20:01:05,0.21875,15.953125,4.4453125,0.70166015625,0.453857421875,0.99853515625,0.9033203125
Pose,20:01:05,4.7578125,16.390625,2.85546875,0.701171875,0.4501953125,0.998046875,0.9072265625
Pose,20:01:05,4.265625,15.90625,3.24609375,0.701171875,0.44775390625,1.0,0.90576171875
Pose,20:01:06,1.45703125,13.09375,4.671875,0.70166015625,0.44970703125,0.99853515625,0.90478515625
Pose,20:01:06,4.7109375,14.328125,4.1796875,0.7021484375,0.452392578125,0.9990234375,0.9091796875
Pose,20:01:06,1.15234375,14.25,3.12109375,0.69970703125,0.44970703125,0.99951171875,0.90576171875
Pose,20:01:06,3.5546875,17.640625,4.95703125,0.69921875,0.4453125,0.998046875,0.908203125
Pose,20:01:06,0.24609375,10.09375,4.28515625,0.70556640625,0.44970703125,1.0,0.90283203125
Pose,20:01:06,4.4296875,15.59375,4.94921875,0.703125,0.447021484375,0.9990234375,0.900390625
Pose,20:01:06,2.984375,14.59375,4.03515625,0.69970703125,0.448486328125,0.99853515625,0.9072265625
Pose,20:01:06,2.1015625,12.171875,3.89453125,0.7021484375,0.449462890625,0.9990234375,0.904296875
Pose,20:01:06,3.96875,12.0625,3.5078125,0.70166015625,0.4462890625,0.99853515625,0.908203125
Pose,20:01:06,2.26171875,12.3125,4.7265625,0.703125,0.444580078125,0.9990234375,0.9052734375
Pose,20:01:06,3.2421875,15.828125,4.30859375,0.7021484375,0.4462890625,0.9990234375,0.904296875
Pose,20:01:06,3.21875,8.171875,3.68359375,0.705078125,0.44873046875,0.9990234375,0.90380859375
Pose,20:01:06,5.3125,14.890625,3.76953125,0.7021484375,0.45068359375,1.0,0.90673828125
Pose,20:01:06,2.546875,7.64453125,5.65234375,0.7060546875,0.447265625,0.9990234375,0.90234375
Pose,20:01:06,4.015625,11.6875,3.94140625,0.705078125,0.450439453125,0.9990234375,0.900390625
Pose,20:01:06,3.8828125,8.421875,3.9765625,0.70458984375,0.44970703125,0.99853515625,0.90380859375
Pose,20:01:06,0.546875,12.421875,4.04296875,0.7001953125,0.44873046875,1.0,0.90380859375
Pose,20:01:06,4.7890625,14.28125,3.21484375,0.7041015625,0.449951171875,0.9990234375,0.904296875
Pose,20:01:06,0.83984375,12.109375,5.25390625,0.703125,0.44970703125,0.9990234375,0.90087890625
Pose,20:01:06,0.51953125,13.046875,4.3203125,0.70166015625,0.4462890625,0.99951171875,0.9052734375
Pose,20:01:06,4.8671875,9.875,3.953125,0.703125,0.45068359375,0.998046875,0.90283203125
Pose,20:01:06,2.078125,11.453125,4.2578125,0.70361328125,0.451171875,0.99853515625,0.9013671875
Pose,20:01:06,3.21875,10.015625,4.73046875,0.705078125,0.44970703125,0.9990234375,0.90380859375
Pose,20:01:06,0.921875,12.703125,4.4140625,0.70166015625,0.447265625,0.99853515625,0.90625
Pose,20:01:06,2.1640625,15.453125,4.5078125,0.7001953125,0.446044921875,0.9990234375,0.9013671875
Pose,20:01:06,3.671875,13.375,3.94921875,0.701171875,0.44677734375,0.998046875,0.90576171875
Pose,20:01:06,0.79296875,10.296875,4.62109375,0.703125,0.447021484375,0.9990234375,0.9033203125
Pose,20:01:06,3.3125,12.109375,4.4140625,0.701171875,0.44775390625,1.0,0.90478515625
Pose,20:01:06,2.7734375,11.84375,4.3046875,0.7021484375,0.451171875,0.9990234375,0.90234375
