Status,Time,Pitch,Yaw,Roll,Xmin,Ymin,Xmax,Ymax
Pose,19:21:46,9.16,-3.68,-3.98,0.4233,0.5176,0.6968,0.9238
Pose,19:21:46,12.53,-6.33,-6.46,0.4131,0.5171,0.6924,0.9224
Pose,19:21:46,17.09,-8.52,-5.32,0.4062,0.5190,0.6895,0.9214
Pose,19:21:46,8.08,-7.28,-6.83,0.3940,0.5146,0.6860,0.9219
Pose,19:21:46,8.53,-10.28,-7.68,0.3960,0.5166,0.6831,0.9277
Pose,19:21:46,11.59,-10.48,-8.11,0.3901,0.5200,0.6772,0.9331
Pose,19:21:46,7.96,-11.56,-8.00,0.3818,0.5205,0.6738,0.9365
Pose,19:21:46,12.80,-12.86,-6.98,0.3794,0.5239,0.6724,0.9331
Pose,19:21:46,10.69,-11.92,-7.73,0.3677,0.5229,0.6733,0.9390
Pose,19:21:46,12.03,-12.31,-9.09,0.3660,0.5215,0.6709,0.9404
Pose,19:21:46,11.28,-12.70,-9.72,0.3638,0.5215,0.6685,0.9404
Pose,19:21:46,14.91,-13.53,-11.89,0.3582,0.5264,0.6719,0.9443
Pose,19:21:46,12.61,-13.86,-9.55,0.3555,0.5225,0.6660,0.9434
Pose,19:21:46,10.34,-13.91,-12.41,0.3528,0.5259,0.6670,0.9429
Pose,19:21:46,13.22,-14.52,-11.45,0.3501,0.5264,0.6655,0.9404
Pose,19:21:47,10.34,-15.00,-11.64,0.3496,0.5264,0.6592,0.9365
Pose,19:21:47,12.92,-13.52,-11.78,0.3501,0.5205,0.6626,0.9395
Pose,19:21:47,6.48,-13.83,-11.16,0.3452,0.5195,0.6597,0.9375
Pose,19:21:47,6.09,-14.00,-12.34,0.3418,0.5210,0.6602,0.9331
Pose,19:21:47,7.42,-15.83,-12.62,0.3447,0.5215,0.6582,0.9385
Pose,19:21:47,-1.45,-15.78,-13.53,0.3413,0.5215,0.6538,0.9375
Pose,19:21:47,-1.30,-16.09,-11.64,0.3394,0.5269,0.6523,0.9341
Pose,19:21:47,1.61,-16.77,-11.25,0.3367,0.5273,0.6523,0.9375
Pose,19:21:47,1.72,-15.81,-13.22,0.3364,0.5264,0.6562,0.9355
Pose,19:21:47,1.05,-15.89,-13.61,0.3386,0.5283,0.6553,0.9365
Pose,19:21:47,-3.36,-15.70,-14.50,0.3416,0.5264,0.6543,0.9375
Pose,19:21:47,5.13,-14.84,-11.64,0.3403,0.5273,0.6592,0.9375
Pose,19:21:47,0.96,-16.00,-12.17,0.3430,0.5244,0.6572,0.9365
Pose,19:21:47,0.66,-16.19,-14.73,0.3433,0.5254,0.6587,0.9375
Pose,19:21:47,0.23,-16.31,-11.94,0.3433,0.5234,0.6548,0.9355
Pose,19:21:47,7.24,-15.88,-10.79,0.3428,0.5264,0.6582,0.9355
Pose,19:21:47,5.16,-14.67,-10.73,0.3420,0.5283,0.6631,0.9404
Pose,19:21:47,0.52,-16.53,-11.11,0.3398,0.5303,0.6562,0.9395
Pose,19:21:47,6.26,-16.78,-12.05,0.3386,0.5293,0.6553,0.9404
Pose,19:21:47,-0.47,-20.39,-13.14,0.3374,0.5327,0.6479,0.9360
Pose,19:21:47,-4.36,-21.00,-14.00,0.3369,0.5322,0.6475,0.9395
Pose,19:21:47,-3.15,-22.47,-15.77,0.3369,0.5337,0.6387,0.9351
Pose,19:21:47,1.34,-23.28,-13.20,0.3354,0.5322,0.6387,0.9385
Pose,19:21:47,4.13,-23.47,-13.50,0.3359,0.5303,0.6348,0.9395
Pose,19:21:47,-5.38,-21.73,-17.47,0.3320,0.5303,0.6318,0.9414
Pose,19:21:47,2.31,-24.30,-15.19,0.3286,0.5312,0.6318,0.9404
Pose,19:21:47,-0.88,-25.17,-16.05,0.3252,0.5327,0.6309,0.9429
Pose,19:21:47,-2.15,-24.19,-18.20,0.3232,0.5312,0.6245,0.9395
Pose,19:21:47,-7.54,-24.20,-22.23,0.3228,0.5269,0.6270,0.9419
Pose,19:21:47,-7.62,-24.30,-24.77,0.3223,0.5303,0.6284,0.9414
Pose,19:21:48,-5.72,-24.09,-20.52,0.3186,0.5278,0.6240,0.9458
Pose,19:21:48,-5.68,-22.89,-18.91,0.3159,0.5273,0.6226,0.9443
Pose,19:21:48,-2.78,-27.59,-23.31,0.3140,0.5298,0.6245,0.9468
Pose,19:21:48,-8.02,-26.81,-22.17,0.3091,0.5273,0.6235,0.9482
Pose,19:21:48,-9.66,-26.58,-23.42,0.3098,0.5273,0.6250,0.9502
Pose,19:21:48,-2.54,-23.03,-20.81,0.3115,0.5259,0.6265,0.9497
Pose,19:21:48,1.47,-25.58,-20.70,0.3118,0.5303,0.6250,0.9492
Pose,19:21:48,6.75,-23.55,-18.81,0.3105,0.5303,0.6255,0.9492
Pose,19:21:48,9.47,-24.50,-20.50,0.3105,0.5303,0.6216,0.9512
Pose,19:21:48,-2.42,-23.94,-19.45,0.3096,0.5273,0.6235,0.9473
Pose,19:21:48,1.15,-25.94,-24.44,0.3091,0.5317,0.6226,0.9487
Pose,19:21:48,2.82,-24.31,-20.17,0.3101,0.5322,0.6235,0.9463
Pose,19:21:48,0.62,-26.45,-22.66,0.3088,0.5327,0.6201,0.9487
Pose,19:21:48,4.27,-27.19,-19.28,0.3083,0.5347,0.6240,0.9478
Pose,19:21:48,4.42,-25.52,-20.66,0.3062,0.5332,0.6206,0.9512
Pose,19:21:48,6.19,-25.59,-18.42,0.3081,0.5337,0.6230,0.9468
Pose,19:21:48,5.89,-23.56,-19.66,0.3091,0.5347,0.6235,0.9487
Pose,19:21:48,11.77,-22.91,-18.12,0.3091,0.5322,0.6226,0.9492
Pose,19:21:48,11.75,-21.95,-17.84,0.3101,0.5322,0.6265,0.9502
Pose,19:21:48,8.01,-22.16,-18.52,0.3108,0.5342,0.6240,0.9463
Pose,19:21:48,6.52,-20.23,-16.47,0.3149,0.5312,0.6260,0.9443
Pose,19:21:48,3.28,-19.81,-16.97,0.3181,0.5254,0.6309,0.9434
Pose,19:21:48,2.32,-16.59,-13.92,0.3271,0.5288,0.6313,0.9409
Pose,19:21:48,7.73,-15.23,-10.37,0.3286,0.5322,0.6333,0.9424
Pose,19:21:48,11.00,-13.58,-10.27,0.3335,0.5288,0.6411,0.9438
Pose,19:21:48,16.22,-11.53,-7.73,0.3337,0.5327,0.6484,0.9448
Pose,19:21:48,15.45,-11.38,-7.95,0.3354,0.5352,0.6504,0.9443
Pose,19:21:48,17.84,-10.30,-7.80,0.3394,0.5366,0.6528,0.9458
Pose,19:21:48,17.52,-10.20,-7.63,0.3484,0.5312,0.6543,0.9473
Pose,19:21:49,30.14,-9.73,-5.86,0.3574,0.5410,0.6611,0.9443
Pose,19:21:49,23.61,-9.07,-7.41,0.3643,0.5352,0.6689,0.9414
Pose,19:21:49,18.06,-6.45,-10.27,0.3687,0.5308,0.6704,0.9419
Pose,19:21:49,19.77,-3.61,-11.18,0.3801,0.5293,0.6729,0.9395
Pose,19:21:49,20.20,-1.20,-6.61,0.3936,0.5244,0.6807,0.9463
Pose,19:21:49,20.97,1.86,-4.82,0.4062,0.5215,0.6855,0.9482
Pose,19:21:49,21.00,0.86,-2.90,0.4187,0.5190,0.6924,0.9478
Pose,19:21:49,18.36,2.43,-2.18,0.4287,0.5210,0.6982,0.9458
Pose,19:21:49,15.73,2.01,-4.62,0.4324,0.5225,0.7080,0.9463
Pose,19:21:49,13.36,2.72,-5.88,0.4385,0.5200,0.7148,0.9429
Pose,19:21:49,10.77,4.02,-6.11,0.4426,0.5156,0.7168,0.9443
Pose,19:21:49,11.27,5.37,-9.37,0.4482,0.5171,0.7236,0.9429
Pose,19:21:49,9.87,7.02,-8.81,0.4536,0.5146,0.7251,0.9492
Pose,19:21:49,5.21,4.86,-6.47,0.4556,0.5156,0.7241,0.9463
Pose,19:21:49,9.45,4.82,-6.75,0.4536,0.5122,0.7251,0.9468
Pose,19:21:49,8.55,5.15,-3.59,0.4558,0.5059,0.7246,0.9473
Pose,19:21:49,7.24,7.71,-1.40,0.4541,0.5088,0.7246,0.9463
Pose,19:21:49,8.14,5.71,-0.69,0.4536,0.5107,0.7231,0.9434
Pose,19:21:49,-1.08,5.82,-2.63,0.4546,0.5142,0.7261,0.9478
Pose,19:21:49,1.93,4.45,-2.29,0.4512,0.5146,0.7246,0.9443
Pose,19:21:49,-3.65,3.14,-2.77,0.4534,0.5122,0.7266,0.9448
Pose,19:21:49,-3.02,2.38,-2.99,0.4507,0.5088,0.7280,0.9424
Pose,19:21:49,-0.41,2.86,-3.63,0.4524,0.5068,0.7275,0.9453
Pose,19:21:49,0.20,3.05,-1.52,0.4526,0.5073,0.7271,0.9468
Pose,19:21:49,-4.13,3.71,-3.81,0.4531,0.5010,0.7305,0.9395
Pose,19:21:49,-2.41,3.46,-4.06,0.4521,0.5059,0.7314,0.9346
Pose,19:21:49,-3.26,2.37,-4.00,0.4551,0.5029,0.7324,0.9424
Pose,19:21:49,-1.64,2.76,-2.61,0.4546,0.5068,0.7339,0.9385
Pose,19:21:49,-3.74,3.32,-3.48,0.4551,0.5034,0.7354,0.9390
Pose,19:21:49,-4.65,3.50,-4.60,0.4592,0.5034,0.7354,0.9351
Pose,19:21:49,-4.22,3.51,-3.65,0.4578,0.5005,0.7354,0.9360
Pose,19:21:50,-4.65,3.21,-4.22,0.4595,0.5024,0.7349,0.9341
Pose,19:21:50,-4.61,3.43,-3.96,0.4600,0.5039,0.7363,0.9336
Pose,19:21:50,0.20,4.46,-5.38,0.4600,0.5039,0.7402,0.9326
Pose,19:21:50,-5.14,4.08,-4.63,0.4634,0.5029,0.7397,0.9316
Pose,19:21:50,-6.04,5.07,-6.16,0.4658,0.5010,0.7412,0.9326
Pose,19:21:50,-4.19,5.17,-5.92,0.4663,0.5000,0.7437,0.9316
Pose,19:21:50,-4.82,4.54,-5.20,0.4673,0.5044,0.7446,0.9351
Pose,19:21:50,-6.23,4.75,-3.65,0.4666,0.5059,0.7441,0.9346
Pose,19:21:50,-3.28,7.50,-4.76,0.4685,0.5098,0.7480,0.9326
Pose,19:21:50,-3.50,6.37,-4.61,0.4702,0.5078,0.7446,0.9365
Pose,19:21:50,-5.12,6.81,-4.77,0.4709,0.5054,0.7490,0.9331
Pose,19:21:50,-6.68,5.20,-5.84,0.4692,0.5054,0.7476,0.9351
Pose,19:21:50,-4.32,7.96,-5.03,0.4705,0.5078,0.7471,0.9365
Pose,19:21:50,-2.05,7.16,-6.44,0.4702,0.5078,0.7466,0.9336
Pose,19:21:50,-1.78,8.59,-6.84,0.4729,0.5073,0.7461,0.9360
Pose,19:21:50,-0.39,9.53,-5.29,0.4731,0.5083,0.7485,0.9351
Pose,19:21:50,-3.12,5.72,-4.99,0.4727,0.5049,0.7471,0.9395
Pose,19:21:50,-2.27,7.78,-5.34,0.4731,0.5083,0.7476,0.9360
Pose,19:21:50,-3.13,7.32,-5.08,0.4741,0.5063,0.7476,0.9360
Pose,19:21:50,-0.04,6.71,-5.91,0.4736,0.5078,0.7471,0.9316
Pose,19:21:50,-3.79,7.86,-5.35,0.4761,0.5073,0.7485,0.9341
Pose,19:21:50,-1.12,8.14,-6.05,0.4744,0.5063,0.7480,0.9351
Pose,19:21:50,-3.24,5.89,-4.78,0.4724,0.5044,0.7490,0.9341
Pose,19:21:50,-1.58,8.77,-5.84,0.4756,0.5078,0.7500,0.9336
Pose,19:21:50,-2.09,6.64,-5.64,0.4727,0.5068,0.7490,0.9355
Pose,19:21:50,-3.27,8.25,-4.02,0.4746,0.5107,0.7490,0.9326
Pose,19:21:50,1.51,10.39,-5.52,0.4741,0.5098,0.7495,0.9326
Pose,19:21:50,-1.42,7.55,-5.27,0.4746,0.5098,0.7480,0.9316
Pose,19:21:50,-3.42,8.58,-4.72,0.4766,0.5088,0.7490,0.9346
Pose,19:21:50,1.49,8.97,-6.59,0.4736,0.5063,0.7480,0.9331
Pose,19:21:51,-2.08,6.62,-5.51,0.4756,0.5068,0.7480,0.9346
Pose,19:21:51,-1.93,7.84,-5.09,0.4763,0.5073,0.7480,0.9360
Pose,19:21:51,0.43,9.25,-7.25,0.4766,0.5059,0.7480,0.9326
Pose,19:21:51,1.32,8.38,-5.29,0.4761,0.5068,0.7495,0.9365
Pose,19:21:51,-1.94,7.84,-5.83,0.4746,0.5034,0.7480,0.9399
Pose,19:21:51,-0.77,7.37,-5.01,0.4763,0.5054,0.7471,0.9399
Pose,19:21:51,-1.62,5.04,-4.55,0.4746,0.5029,0.7480,0.9424
Pose,19:21:51,-0.50,7.13,-5.72,0.4771,0.5044,0.7485,0.9399
Pose,19:21:51,-1.20,4.12,-4.25,0.4736,0.5063,0.7490,0.9370
Pose,19:21:51,4.49,5.21,-5.20,0.4727,0.5083,0.7480,0.9370
Pose,19:21:51,1.13,5.38,-1.67,0.4751,0.5127,0.7476,0.9395
Pose,19:21:51,5.83,5.57,-4.46,0.4766,0.5098,0.7461,0.9404
Pose,19:21:51,6.03,6.43,-4.70,0.4753,0.5093,0.7461,0.9399
Pose,19:21:51,3.66,7.02,-5.77,0.4749,0.5088,0.7461,0.9365
Pose,19:21:51,0.61,5.33,-5.70,0.4756,0.5098,0.7451,0.9375
Pose,19:21:51,1.24,5.46,-4.39,0.4758,0.5112,0.7451,0.9380
Pose,19:21:51,-1.78,7.23,-5.12,0.4744,0.5112,0.7461,0.9351
Pose,19:21:51,-1.42,6.82,-6.01,0.4734,0.5098,0.7480,0.9355
Pose,19:21:51,-2.97,7.12,-6.57,0.4763,0.5093,0.7471,0.9370
Pose,19:21:51,-0.62,6.50,-5.79,0.4744,0.5132,0.7480,0.9331
Pose,19:21:51,-3.66,5.92,-3.98,0.4751,0.5146,0.7476,0.9365
Pose,19:21:51,-1.54,7.34,-5.50,0.4746,0.5137,0.7471,0.9336
Pose,19:21:51,-1.89,6.54,-5.72,0.4746,0.5103,0.7471,0.9341
Pose,19:21:51,-2.24,5.70,-4.88,0.4763,0.5117,0.7480,0.9336
Pose,19:21:51,-0.93,5.41,-4.03,0.4756,0.5103,0.7471,0.9390
Pose,19:21:51,-2.76,7.07,-4.38,0.4753,0.5127,0.7480,0.9316
Pose,19:21:51,-3.51,5.81,-4.84,0.4746,0.5142,0.7480,0.9331
Pose,19:21:51,-3.30,7.56,-6.23,0.4746,0.5093,0.7480,0.9341
Pose,19:21:51,-3.77,6.50,-5.69,0.4751,0.5098,0.7485,0.9316
Pose,19:21:51,-2.41,7.04,-4.40,0.4736,0.5127,0.7480,0.9316
Pose,19:21:52,-1.80,6.85,-5.32,0.4744,0.5093,0.7471,0.9341
Pose,19:21:52,-0.01,6.29,-4.72,0.4744,0.5117,0.7480,0.9297
Pose,19:21:52,-1.86,5.33,-5.70,0.4729,0.5098,0.7490,0.9287
Pose,19:21:52,0.31,6.57,-6.02,0.4751,0.5132,0.7495,0.9282
Pose,19:21:52,-4.16,7.78,-4.48,0.4751,0.5156,0.7476,0.9307
Pose,19:21:52,0.18,6.66,-4.59,0.4727,0.5107,0.7471,0.9336
Pose,19:21:52,-0.37,6.56,-5.45,0.4731,0.5122,0.7466,0.9312
Pose,19:21:52,-4.16,4.73,-3.88,0.4739,0.5137,0.7480,0.9316
Pose,19:21:52,-2.36,6.35,-4.13,0.4744,0.5132,0.7461,0.9321
Pose,19:21:52,0.09,3.90,-4.30,0.4722,0.5117,0.7476,0.9316
Pose,19:21:52,2.17,4.42,-5.03,0.4722,0.5083,0.7466,0.9312
Pose,19:21:52,-1.81,6.36,-4.89,0.4736,0.5127,0.7471,0.9307
Pose,19:21:52,-0.13,6.00,-4.41,0.4727,0.5103,0.7471,0.9321
Pose,19:21:52,-1.56,5.87,-5.24,0.4739,0.5088,0.7471,0.9336
Pose,19:21:52,-0.79,5.22,-5.08,0.4734,0.5122,0.7500,0.9292
Pose,19:21:52,0.17,5.40,-5.07,0.4736,0.5117,0.7471,0.9316
Pose,19:21:52,-2.63,6.11,-4.89,0.4731,0.5117,0.7485,0.9326
Pose,19:21:52,-4.41,5.34,-4.46,0.4746,0.5151,0.7471,0.9321
Pose,19:21:52,-2.06,6.17,-4.35,0.4736,0.5132,0.7480,0.9321
Pose,19:21:52,-1.41,5.53,-3.57,0.4734,0.5166,0.7480,0.9297
Pose,19:21:52,-0.83,6.89,-3.63,0.4731,0.5137,0.7446,0.9307
Pose,19:21:52,0.77,6.44,-3.44,0.4731,0.5103,0.7446,0.9341
Pose,19:21:52,-0.07,5.08,-3.99,0.4739,0.5098,0.7432,0.9346
Pose,19:21:52,-1.30,5.87,-4.72,0.4734,0.5098,0.7441,0.9336
Pose,19:21:52,-2.30,5.07,-4.63,0.4746,0.5098,0.7441,0.9307
Pose,19:21:52,-1.62,9.61,-5.21,0.4746,0.5107,0.7480,0.9307
Pose,19:21:52,-3.77,9.06,-6.86,0.4775,0.5093,0.7480,0.9341
Pose,19:21:52,-2.21,11.08,-7.50,0.4771,0.5088,0.7485,0.9326
Pose,19:21:53,-1.13,11.94,-7.97,0.4780,0.5093,0.7485,0.9331
Pose,19:21:53,-2.00,9.20,-7.79,0.4792,0.5078,0.7500,0.9316
Pose,19:21:53,-4.82,8.89,-8.75,0.4795,0.5068,0.7500,0.9336
Pose,19:21:53,-5.14,8.72,-7.23,0.4797,0.5098,0.7500,0.9346
Pose,19:21:53,-0.42,9.39,-7.91,0.4810,0.5098,0.7515,0.9307
Pose,19:21:53,-2.51,9.27,-8.80,0.4785,0.5083,0.7510,0.9331
Pose,19:21:53,0.52,9.64,-9.02,0.4807,0.5078,0.7529,0.9297
Pose,19:21:53,-0.93,8.33,-8.38,0.4800,0.5088,0.7524,0.9297
Pose,19:21:53,-0.67,8.72,-9.28,0.4800,0.5078,0.7515,0.9297
Pose,19:21:53,6.62,11.44,-9.89,0.4810,0.5068,0.7524,0.9297
Pose,19:21:53,4.22,9.86,-9.05,0.4800,0.5078,0.7544,0.9277
Pose,19:21:53,5.29,9.91,-9.11,0.4812,0.5073,0.7510,0.9292
Pose,19:21:53,1.28,11.25,-9.88,0.4814,0.5049,0.7529,0.9316
Pose,19:21:53,4.23,9.89,-8.44,0.4827,0.5049,0.7520,0.9316
Pose,19:21:53,-0.72,10.41,-7.61,0.4810,0.5068,0.7515,0.9326
Pose,19:21:53,-0.67,9.52,-7.70,0.4805,0.5054,0.7520,0.9272
Pose,19:21:53,-0.63,11.19,-8.05,0.4800,0.5068,0.7515,0.9316
Pose,19:21:53,2.61,12.47,-9.73,0.4810,0.5034,0.7524,0.9321
Pose,19:21:53,-0.64,10.73,-8.98,0.4810,0.5059,0.7524,0.9326
Pose,19:21:53,-2.55,12.75,-9.67,0.4814,0.5024,0.7510,0.9360
Pose,19:21:53,-0.74,9.98,-8.64,0.4819,0.5024,0.7534,0.9331
Pose,19:21:53,-1.96,10.33,-9.16,0.4810,0.5024,0.7515,0.9331
Pose,19:21:53,-1.16,10.28,-8.59,0.4814,0.5029,0.7520,0.9326
Pose,19:21:53,-2.66,10.70,-9.39,0.4817,0.5020,0.7529,0.9316
Pose,19:21:53,-1.91,11.89,-9.98,0.4832,0.5044,0.7510,0.9341
Pose,19:21:53,1.99,10.75,-7.93,0.4827,0.5049,0.7539,0.9277
Pose,19:21:53,-0.43,9.91,-8.48,0.4814,0.5059,0.7539,0.9277
Pose,19:21:53,-1.15,10.69,-9.78,0.4817,0.5000,0.7529,0.9346
Pose,19:21:53,-3.31,10.41,-8.41,0.4829,0.5020,0.7524,0.9336
Pose,19:21:53,-0.64,9.36,-7.75,0.4824,0.5020,0.7539,0.9355
Pose,19:21:53,1.35,8.70,-8.29,0.4829,0.4995,0.7534,0.9302
Pose,19:21:54,0.01,11.05,-8.49,0.4841,0.5020,0.7529,0.9297
Pose,19:21:54,-3.43,10.88,-9.03,0.4814,0.4995,0.7510,0.9341
Pose,19:21:54,0.22,9.72,-8.45,0.4829,0.4998,0.7524,0.9316
Pose,19:21:54,-2.64,10.70,-8.30,0.4812,0.5024,0.7520,0.9272
Pose,19:21:54,-4.52,10.03,-8.33,0.4800,0.5049,0.7524,0.9268
Pose,19:21:54,-3.90,10.61,-8.99,0.4805,0.5044,0.7500,0.9233
Pose,19:21:54,-4.19,10.59,-9.12,0.4795,0.5034,0.7500,0.9312
Pose,19:21:54,-4.76,9.89,-8.91,0.4785,0.5068,0.7500,0.9248
Pose,19:21:54,-6.31,9.25,-8.39,0.4785,0.5059,0.7490,0.9258
Pose,19:21:54,-2.79,10.31,-8.20,0.4797,0.5015,0.7490,0.9312
Pose,19:21:54,-2.98,7.15,-8.97,0.4771,0.5034,0.7495,0.9253
Pose,19:21:54,-2.94,9.52,-9.36,0.4783,0.5044,0.7480,0.9224
Pose,19:21:54,-4.15,7.86,-9.28,0.4766,0.5049,0.7490,0.9229
Pose,19:21:54,-3.51,8.06,-8.97,0.4768,0.5029,0.7490,0.9238
Pose,19:21:54,-3.54,8.52,-8.98,0.4756,0.5049,0.7480,0.9219
Pose,19:21:54,-6.04,8.23,-8.03,0.4741,0.5059,0.7476,0.9238
Pose,19:21:54,-6.42,8.81,-7.95,0.4741,0.5063,0.7476,0.9224
Pose,19:21:54,-3.95,8.03,-8.37,0.4729,0.5059,0.7480,0.9238
Pose,19:21:54,-2.20,7.07,-10.44,0.4685,0.5059,0.7471,0.9189
Pose,19:21:54,-4.41,6.29,-7.45,0.4697,0.5078,0.7471,0.9209
Pose,19:21:54,-3.73,6.71,-8.84,0.4678,0.5054,0.7461,0.9204
Pose,19:21:54,-5.04,7.52,-9.29,0.4663,0.5059,0.7446,0.9199
Pose,19:21:54,-6.45,7.59,-7.80,0.4663,0.5088,0.7456,0.9219
Pose,19:21:54,-4.49,6.91,-8.62,0.4663,0.5044,0.7446,0.9214
Pose,19:21:54,-4.39,6.50,-8.98,0.4663,0.5059,0.7437,0.9199
Pose,19:21:54,-5.73,6.56,-8.45,0.4668,0.5068,0.7432,0.9199
Pose,19:21:54,-6.12,7.94,-9.87,0.4663,0.5039,0.7427,0.9209
Pose,19:21:54,-5.25,6.89,-8.44,0.4653,0.5024,0.7437,0.9175
Pose,19:21:54,-3.84,6.96,-8.09,0.4656,0.5020,0.7441,0.9199
Pose,19:21:54,-2.21,5.86,-9.44,0.4651,0.4993,0.7432,0.9199
Pose,19:21:55,-4.57,6.96,-8.59,0.4653,0.5020,0.7437,0.9189
Pose,19:21:55,-5.84,6.99,-8.42,0.4661,0.5029,0.7432,0.9180
Pose,19:21:55,-4.38,6.82,-8.52,0.4653,0.5034,0.7437,0.9194
Pose,19:21:55,-5.22,7.06,-8.53,0.4656,0.5029,0.7441,0.9180
Pose,19:21:55,-5.09,6.79,-8.48,0.4658,0.5044,0.7441,0.9214
Pose,19:21:55,-3.64,5.93,-9.07,0.4668,0.5000,0.7451,0.9209
Pose,19:21:55,-6.67,5.79,-8.58,0.4658,0.5068,0.7432,0.9229
Pose,19:21:55,-3.35,6.15,-8.38,0.4648,0.5015,0.7441,0.9194
Pose,19:21:55,-6.77,6.81,-8.41,0.4668,0.5049,0.7432,0.9170
Pose,19:21:55,-6.50,6.91,-9.55,0.4653,0.5000,0.7427,0.9180
Pose,19:21:55,-4.69,7.37,-8.81,0.4656,0.5020,0.7441,0.9199
Pose,19:21:55,-5.93,6.37,-8.24,0.4661,0.5049,0.7441,0.9189
Pose,19:21:55,-5.59,6.93,-8.77,0.4663,0.5020,0.7456,0.9180
Pose,19:21:55,-4.56,6.53,-8.61,0.4668,0.5049,0.7441,0.9189
Pose,19:21:55,-5.14,6.25,-7.99,0.4683,0.5059,0.7456,0.9199
Pose,19:21:55,-6.46,7.24,-9.59,0.4678,0.5039,0.7432,0.9219
Pose,19:21:55,-5.42,7.40,-10.23,0.4678,0.5034,0.7451,0.9165
Pose,19:21:55,-5.91,7.39,-10.10,0.4683,0.5024,0.7446,0.9155
Pose,19:21:55,-6.12,7.00,-8.16,0.4695,0.5063,0.7451,0.9214
Pose,19:21:55,-6.38,6.44,-8.50,0.4692,0.5059,0.7456,0.9209
Pose,19:21:55,-6.03,6.45,-8.73,0.4683,0.5029,0.7446,0.9180
Pose,19:21:55,-6.53,5.90,-8.73,0.4678,0.5059,0.7451,0.9160
Pose,19:21:55,-6.75,5.89,-7.73,0.4688,0.5068,0.7451,0.9189
Pose,19:21:55,-4.28,5.92,-7.32,0.4697,0.5049,0.7480,0.9219
Pose,19:21:55,-5.74,6.03,-8.47,0.4707,0.5059,0.7471,0.9199
Pose,19:21:55,-6.69,8.14,-7.59,0.4722,0.5083,0.7495,0.9185
Pose,19:21:55,-3.41,5.92,-9.11,0.4712,0.5059,0.7485,0.9170
Pose,19:21:55,-4.76,6.56,-6.96,0.4712,0.5063,0.7485,0.9224
Pose,19:21:55,-5.77,7.52,-8.48,0.4712,0.5117,0.7466,0.9189
Pose,19:21:55,-6.48,6.61,-6.96,0.4714,0.5068,0.7471,0.9209
Pose,19:21:56,-3.79,6.16,-8.78,0.4717,0.5054,0.7480,0.9194
Pose,19:21:56,-4.44,5.65,-7.25,0.4707,0.5078,0.7461,0.9219
Pose,19:21:56,-4.12,6.23,-10.12,0.4697,0.5039,0.7461,0.9199
Pose,19:21:56,-4.46,6.78,-9.49,0.4707,0.5059,0.7471,0.9189
Pose,19:21:56,-4.71,6.32,-9.29,0.4695,0.5078,0.7451,0.9189
Pose,19:21:56,-4.49,6.69,-8.70,0.4697,0.5068,0.7451,0.9209
Pose,19:21:56,-4.92,6.71,-7.83,0.4688,0.5049,0.7451,0.9219
Pose,19:21:56,-4.64,6.28,-9.09,0.4678,0.5059,0.7451,0.9209
Pose,19:21:56,-4.79,6.50,-8.97,0.4673,0.5020,0.7446,0.9180
Pose,19:21:56,-5.28,6.59,-9.03,0.4680,0.5024,0.7461,0.9175
Pose,19:21:56,-4.97,6.76,-10.00,0.4666,0.5034,0.7441,0.9165
Pose,19:21:56,-6.76,6.77,-8.95,0.4658,0.5005,0.7412,0.9194
Pose,19:21:56,-5.81,6.17,-9.59,0.4663,0.5010,0.7407,0.9180
Pose,19:21:56,-4.42,6.88,-9.80,0.4663,0.5010,0.7427,0.9180
Pose,19:21:56,-3.39,6.21,-9.31,0.4653,0.5020,0.7397,0.9111
Pose,19:21:56,-4.90,6.58,-8.20,0.4663,0.5010,0.7368,0.9150
Pose,19:21:56,0.14,6.01,-6.27,0.4619,0.4995,0.7363,0.9155
Pose,19:21:56,3.07,6.64,-6.02,0.4607,0.4985,0.7324,0.9106
Pose,19:21:56,0.81,7.34,-6.82,0.4614,0.4990,0.7319,0.9102
Pose,19:21:56,-2.53,6.96,-7.42,0.4595,0.4978,0.7310,0.9062
Pose,19:21:56,3.07,4.50,-6.84,0.4590,0.4988,0.7314,0.9033
Pose,19:21:56,-2.89,5.89,-8.16,0.4595,0.4976,0.7300,0.9067
Pose,19:21:56,-5.70,6.45,-8.56,0.4583,0.4990,0.7314,0.9014
Pose,19:21:56,-5.70,5.28,-8.05,0.4595,0.5000,0.7319,0.8984
Pose,19:21:56,-5.26,4.94,-6.75,0.4653,0.5010,0.7329,0.9023
Pose,19:21:56,-6.41,4.80,-7.27,0.4629,0.5020,0.7324,0.8994
Pose,19:21:56,-8.53,5.26,-6.94,0.4709,0.5029,0.7344,0.9043
Pose,19:21:56,-8.42,6.11,-7.45,0.4709,0.5063,0.7354,0.8989
Pose,19:21:56,-7.16,6.22,-6.92,0.4727,0.5044,0.7373,0.9009
Pose,19:21:56,-3.75,4.53,-5.88,0.4761,0.5015,0.7388,0.8999
Pose,19:21:57,-1.88,5.43,-6.04,0.4780,0.5039,0.7407,0.9004
Pose,19:21:57,-3.25,5.04,-4.68,0.4790,0.5015,0.7407,0.9009
Pose,19:21:57,-3.24,5.08,-4.73,0.4780,0.5049,0.7397,0.8955
